"sum","classification","zeroes","range","stdev","iqr","imgmean","snr","snrsoft10","zeroessnrsoft10","snrhard10","zeroessnrhard10","snrsoft20","zeroessnrsoft20","snrhard20","zeroessnrhard20","snrsoft30","zeroessnrsoft30","snrhard30","zeroessnrhard30","shannonentropy","pca_sum_2","pca_sum_1","sum_sobel","std_sobel","zeroes_sobel","range_sobel","iqr_sobel","sum_canny","zeroes_canny"
0.88899814712784,"high",0,0.00316371461352638,0.0000837271409167292,6.34613154915087e-07,0.0000160770787602691,0.192017529611557,0.0735429573183975,54531,0.103046152504413,54531,0.0360103091762324,55103,0.0540006815959659,55103,0.0231168783283697,55231,0.0323252468049215,55231,0.151113869134553,0.7060209639259,0.562786420650474,24607.1051795995,2.43273347311471,46675,71.5773183347909,0,1078,53262
1.12692986194182,"high",0,0.00453809244096171,0.000097127535179361,1.44441742655488e-06,0.000020379952653751,0.209826725409188,0.056830534582894,54780,0.0851504204300342,54780,0.0261793583129449,55203,0.0378065101291141,55203,0.0160690510168764,55261,0.023746735031078,55261,0.18538797715772,0.743811456399884,0.609724746985267,20166.3797830571,1.87531023915017,46762,61.9861375631681,0,951,53389
1.54746676790966,"high",0,0.00584252894147319,0.000139927264425297,2.15943816783692e-06,0.0000279851484358663,0.199997824232508,0.0649045531709669,54640,0.0950956497507505,54640,0.0341829483905117,55141,0.0490595350010754,55141,0.0212649143962008,55242,0.0297252982225978,55242,0.0941333003611387,0.78590218853526,0.675027370312476,21749.4216361568,1.99800853839749,46253,58.3887831693725,0,1041,53299
2.49803828544325,"high",0,0.00461697982762566,0.000187640744373199,5.80263260907543e-06,0.0000451757502431143,0.240756613890127,0.123821605835326,53590,0.158028034889864,53590,0.0700982505075143,54656,0.100956801993709,54656,0.0408432481473094,55096,0.057480385200291,55096,0.315226571109054,0.772799694240581,0.54718248521741,41603.7429864841,3.17022753086081,42968,58.2250483039731,0,2209,52131
2.28985805870212,"high",0,0.00850330200107585,0.000201365143846064,3.88340902723883e-06,0.0000414109168602091,0.205650869208358,0.0744383558949342,54511,0.107582863500302,54511,0.0310949052143473,55160,0.046125471927522,55160,0.0179826933782678,55251,0.0270548320369627,55251,0.1470296778101,0.820746248043864,0.676717823559211,20861.2808824462,1.9259101970807,46754,58.0218170173944,0,1393,52947
3.45262918581856,"high",0,0.0158293259045692,0.000322461639495592,4.94383850480062e-06,0.000062439040542147,0.193632460096081,0.0533865290883649,54803,0.0822785916543033,54803,0.0256047791893291,55213,0.0356347445769248,55213,0.0168662161713768,55264,0.0228230060827752,55264,0.112102569641599,0.78851441822726,0.693397567847766,16237.5242835901,1.71563484544564,47532,64.0336825428618,0,804,53536
2.74915140092403,"high",0,0.0106443495379089,0.00026237346363244,4.55566195256552e-06,0.000049717003054905,0.189489448996084,0.0712253271495742,54537,0.103326940618733,54537,0.0340584694288211,55125,0.0512423708237888,55125,0.0212754100587929,55243,0.029379702109793,55243,0.171876348636778,0.811393811119296,0.64555849061455,19773.1706465131,1.99238230302259,47441,62.5464827148578,0,1215,53125
2.47225104378812,"high",0,0.00999293800059142,0.000243328867776191,3.03156575931496e-06,0.0000447094011101729,0.183740636771859,0.0669963422624701,54606,0.0973069428074541,54606,0.0355699776517262,55117,0.0525544923886297,55117,0.0222797923764423,55239,0.0305319085390781,55239,0.157429832210332,0.836630177523868,0.695284727350709,19242.9110421152,2.00995855042247,47340,61.7454451761423,0,1119,53221
1.87822368143104,"high",0,0.00785051425432748,0.000177094207547306,2.73843688880504e-06,0.0000339667187758796,0.191800281027296,0.0616207561724207,54671,0.0930250981357634,54671,0.0294748703029534,55179,0.0422918147164446,55179,0.0192943450236733,55256,0.025583134597978,55256,0.126303335162554,0.803271339390099,0.649197096015841,18825.3631326443,1.86474836049136,47126,60.6346641781745,0,1152,53188
1.09439238823261,"high",0,0.00511650081197068,0.000099556605311436,1.95339167063935e-06,0.0000197915290117297,0.198796744322662,0.0471143502311249,54830,0.079123705932783,54830,0.01966989490456,55237,0.0290199063096135,55237,0.0127881777211242,55275,0.0178873452876054,55275,0.0554441907646752,0.784645993793085,0.436920747271572,18409.9941285232,1.79486908441384,46781,67.3017923238304,0,1322,53018
